cpt_code,cpt_description,total_services,total_beneficiaries,physician_count,avg_payment,total_revenue,national_avg_payment,national_total_services,payment_vs_national,payment_gap_dollars
51725,Simple measurement of pressure of urine flow in bladder,2270.0,2065,62,131.1686314937846,273633.21,147.14418301,8568.0,-10.9,-15.98
80048,"Blood test, basic group of blood chemicals (calcium, total)",32046.0,26352,470,8.244190795018296,264428.13,,,,
93980,Complete ultrasound of penis artery and vein blood flow,3038.0,2934,102,86.6863040402353,261562.6,,,,
72197,Mri scan of pelvis before and after contrast,1491.0,1163,48,186.69737356708333,257181.13,,,,
51990,Suture suspension of urethra to control leakage using an endoscope,926.0,926,40,270.8209142078293,254338.16,255.12185149,2047.0,6.2,15.7
51990,Suture suspension of urethra to control leakage using an endoscope,926.0,926,40,270.8209142078293,254338.16,254.86315789,19.0,6.3,15.96
74177,Ct scan of abdomen and pelvis with contrast,1662.0,1581,72,150.72671850390668,250676.1,,,,
87482,"Detection test for candida species (yeast), quantification",4541.0,3152,28,54.40406969639286,247557.51,,,,
55880,"High-intensity ultrasound destruction of cancerous tissue in prostate gland, accessed through rectum using ultrasound guidance",319.0,318,19,777.1549812426316,245793.85,790.8478125,32.0,-1.7,-13.69
55880,"High-intensity ultrasound destruction of cancerous tissue in prostate gland, accessed through rectum using ultrasound guidance",319.0,318,19,777.1549812426316,245793.85,806.34483491,424.0,-3.6,-29.19
99202,"New patient office or other outpatient visit, 15-29 minutes",5283.0,5283,200,45.99319459006863,244315.49,,,,
Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",2111520.0,20909,561,0.11520594663208555,242855.15,,,,
A9589,"Instillation, hexaminolevulinate hydrochloride, 100 mg",231.0,164,7,965.2174042942858,223236.75,,,,
55873,Destruction of prostate using imaging guidance,273.0,269,14,925.6239029214286,221782.07,3653.756391,133.0,-74.7,-2728.13
55873,Destruction of prostate using imaging guidance,273.0,269,14,925.6239029214286,221782.07,1054.8559895,1147.0,-12.3,-129.23
76377,3d radiographic procedure with computerized image postprocessing,4532.0,4387,142,44.97864968399315,218463.8,,,,
87652,"Detection test by nucleic acid for strep (streptococcus, group a), quantification",5336.0,4758,57,40.781394512807026,217621.41,,,,
74170,Ct scan of abdomen before and after contrast,1672.0,1538,77,131.19031066588312,217517.05,,,,
95972,Electronic analysis of implanted neurostimulator generator with complex spinal cord or peripheral nerve stimulator programming,5527.0,4170,173,36.234347489894475,210693.01,,,,
J9202,"Goserelin acetate implant, per 3.6 mg",469.0,77,4,439.1477926925,205175.1,,,,
99489,"Complex chronic care management services for two or more chronic conditions, each additional 60 minutes of clinical staff time directed by health care professional, per calendar month",3455.0,874,40,57.380721619925,204225.97,,,,
99349,"Residence visit for established patient with moderate level of medical decision making, per day, if using time, at least 40 minutes",2003.0,525,5,101.080151532,203821.5,,,,
82306,Vitamin d-3 level,6894.0,4638,64,28.92241027625,199475.09,,,,
J7320,"Hyaluronan or derivitive, genvisc 850, for intra-articular injection, 1 mg",36627.0,175,3,5.824035764766666,197289.49000000002,,,,
57260,"Plastic repair of vagina and tissue separating vagina, rectum, and bladder",391.0,390,22,501.3029975531818,193340.63,435.63315789,152.0,15.1,65.67
57260,"Plastic repair of vagina and tissue separating vagina, rectum, and bladder",391.0,390,22,501.3029975531818,193340.63,417.79900206,10672.0,20.0,83.5
87591,"Detection test by nucleic acid for neisseria gonorrhoeae (gonorrhoeae bacteria), amplified probe technique",5597.0,3679,40,34.29183897895,192022.96,,,,
87491,"Detection test by nucleic acid for chlamydia trachomatis, amplified probe technique",5596.0,3679,40,34.2934705735,192022.1,,,,
88313,Special stained specimen slides to examine tissue including interpretation and report,6138.0,3431,32,35.5561008458,191878.83,,,,
99427,"Principal care management services for a single high-risk disease, each additional 30 minutes of clinical staff time directed by health care professional, per calendar month",5166.0,2605,113,36.139275222690266,190513.77,,,,
85025,"Complete blood cell count (red cells, white blood cell, platelets), automated test and automated differential white blood cell count",24957.0,17658,334,7.559248208712575,188857.13,,,,
88108,"Cell examination of specimen, concentration technique",3978.0,3172,31,42.99206464506452,185071.13,,,,
87563,Detection of mycoplasma genitalium by dna or rna probe,5312.0,3555,41,34.30461149853659,182192.36,,,,
88305,"Pathology examination of tissue using a microscope, intermediate complexity",5300.0,1546,57,34.95240160873684,180319.19,,,,
57160,Fitting and insertion of vaginal support device,3079.0,2123,102,55.44429389412745,171591.8,,,,
87084,Screening test for pathogenic organisms with colony count,6481.0,2868,14,26.38755732007143,171329.72,,,,
57282,Repair of pelvic ligaments through vagina,446.0,444,28,386.9395185739286,170867.0,,,,
83002,"Gonadotropin, luteinizing (reproductive hormone) level",9206.0,6114,48,18.069296772104167,166451.63,,,,
99308,"Subsequent nursing facility care with straightforward level of medical decision making, per day, if using time, at least 15 minutes",2722.0,932,18,59.157729011190476,165090.23,,,,
84402,"Testosterone (hormone) level, free",6638.0,4469,54,24.708328931796295,164710.62,,,,
52344,Repair of stricture of ureter using an endoscope,620.0,550,27,249.28639186,159852.46,252.57545455,44.0,-1.3,-3.29
52344,Repair of stricture of ureter using an endoscope,620.0,550,27,249.28639186,159852.46,328.09103589,3176.0,-24.0,-78.8
95971,Electronic analysis of implanted neurostimulator generator with simple spinal cord or peripheral nerve stimulator programming,4255.0,1853,71,35.436529755676055,156890.98,,,,
L8606,"Injectable bulking agent, synthetic implant, urinary tract, 1 ml syringe, includes shipping and necessary supplies",769.0,339,21,199.35317444285715,153644.17,,,,
84146,Prolactin (milk producing hormone) level,7919.0,5373,40,18.879323875774997,149989.63,,,,
J9280,"Injection, mitomycin, 5 mg",3313.0,134,8,36.799826068625,147961.96,,,,
83001,"Gonadotropin, follicle stimulating (reproductive hormone) level",8074.0,5461,36,18.17622047186111,146751.19,,,,
80053,"Blood test, comprehensive group of blood chemicals",14227.0,10772,241,10.288086371849792,146369.91,,,,
G0103,Prostate cancer screening; prostate specific antigen test (psa),7773.0,7773,215,18.825073690683723,146240.87,19.012084388,1371602.0,-1.0,-0.19
84311,Chemical analysis using spectrophotometry (light),18284.0,6455,21,7.9007578153,144612.69,,,,
52354,Biopsy and/or destruction of growth of ureter or kidney using an endoscope,428.0,335,19,339.0193909489474,144243.24,455.61056473,8783.0,-25.6,-116.59
52354,Biopsy and/or destruction of growth of ureter or kidney using an endoscope,428.0,335,19,339.0193909489474,144243.24,328.16236515,241.0,3.3,10.86
77014,Ct guidance for insertion of radiation therapy fields,1432.0,214,9,92.16610765977778,144072.85,,,,
76873,Ultrasound scan of prostate through rectum,1331.0,1288,51,104.16224770843138,139566.94,133.47697683,2848.0,-22.0,-29.31
76873,Ultrasound scan of prostate through rectum,1331.0,1288,51,104.16224770843138,139566.94,58.2457041,1683.0,78.8,45.92
77002,Fluoroscopic guidance for needle placement,1541.0,307,6,57.53505010283334,139495.25,,,,
J1306,"Injection, inclisiran, 1 mg",14768.0,50,1,9.3877735645,138638.64,,,,
55840,Removal of prostate,250.0,250,16,526.043640525625,137838.88,464.12761869,1348.0,13.3,61.92
57250,Repair of herniated rectum into vaginal wall,505.0,505,18,301.2848913061111,137194.66,,,,
99306,"Initial nursing facility care with high level of medical decision making, per day, if using time, at least 45 minutes",903.0,869,7,145.32336698,131563.13,,,,
53661,Subsequent dilation of urethra in female,2408.0,1143,34,53.90781833764706,128716.71,27.523299748,397.0,95.9,26.38
53661,Subsequent dilation of urethra in female,2408.0,1143,34,53.90781833764706,128716.71,52.796401593,7784.0,2.1,1.11
54200,Injection procedure to correct thickened penile tissue,1449.0,363,17,86.04556631447059,128500.13,,,,
11043,"Removal of muscle and/or tissue, 20.0 sq cm or less",693.0,153,3,155.7953693575,126931.74,,,,
50547,Removal of kidney from living donor using an endoscope,72.0,69,4,1682.804243425,123799.78,1259.2490969,1506.0,33.6,423.56
88342,"Special stained specimen slides to examine tissue, initial procedure",3954.0,2181,29,34.14536186134483,123519.37,,,,
96401,Administration of non-hormonal anti-neoplastic chemotherapy under skin or into muscle,2164.0,907,48,55.749899290354165,121861.16,,,,
84443,"Blood test, thyroid stimulating hormone (tsh)",7302.0,4308,26,16.35030800723077,119852.02,,,,
86316,Analysis for detection of tumor marker,5733.0,4480,94,20.224851597500002,116223.88,,,,
82565,Blood creatinine level,22477.0,20548,454,4.993881667142511,112106.97,,,,
50386,Removal of stent in ureter through ureter with review by radiologist,174.0,163,11,644.9540818963636,111840.0,652.0015949,627.0,-1.1,-7.05
50386,Removal of stent in ureter through ureter with review by radiologist,174.0,163,11,644.9540818963636,111840.0,115.5325,196.0,458.2,529.42
50437,Dilation of existing opening into urinary tract and creation of new access into urine collecting system of kidney using imaging guidance,1062.0,955,38,103.07611578465789,111755.45,184.505,514.0,-44.1,-81.43
52318,"Crushing, fragmenting, and removal of bladder stones, more than 2.5 cm",357.0,342,23,315.60344221956524,109204.15,409.65794944,10719.0,-23.0,-94.05
52318,"Crushing, fragmenting, and removal of bladder stones, more than 2.5 cm",357.0,342,23,315.60344221956524,109204.15,344.9701005,199.0,-8.5,-29.37
51726,Complex measurement of pressure of urine flow in bladder,591.0,582,31,183.0457427157742,108307.34,213.20685283,2453.0,-14.1,-30.16
51726,Complex measurement of pressure of urine flow in bladder,591.0,582,31,183.0457427157742,108307.34,59.572268908,714.0,207.3,123.47
88344,"Special stained specimen slides to examine tissue, each multiplex procedure",1224.0,804,31,98.19197879283871,106662.09,,,,
87529,"Detection test by nucleic acid for herpes simplex virus, amplified probe technique",3087.0,1927,54,34.34455815625926,105995.26,,,,
52330,Manipulation of stone in ureter using an endoscope,543.0,505,31,193.9210589883871,103321.55,201.73871051,1931.0,-3.9,-7.82
52330,Manipulation of stone in ureter using an endoscope,543.0,505,31,193.9210589883871,103321.55,532.75844828,58.0,-63.6,-338.84
87184,"Evaluation of antimicrobial drug (antibiotic, antifungal, antiviral)",14120.0,6810,82,7.3074654037585365,103261.62,,,,
53852,Destruction of prostate tissue using radiofrequency induced heat,102.0,102,3,812.9419230899999,103036.25,326.12375,40.0,149.3,486.82
53852,Destruction of prostate tissue using radiofrequency induced heat,102.0,102,3,812.9419230899999,103036.25,1237.9090566,159.0,-34.3,-424.97
76100,X-ray of body plane,1481.0,1053,15,69.58733562173333,103015.33,,,,
99305,"Initial nursing facility care with moderate level of medical decision making, per day, if using time, at least 35 minutes",932.0,882,20,111.69228566380951,102672.55,,,,
90912,"Biofeedback training for bowel or bladder control, initial 15 minutes",1607.0,597,28,61.7404315055,102638.18,60.655159173,23465.0,1.8,1.09
90912,"Biofeedback training for bowel or bladder control, initial 15 minutes",1607.0,597,28,61.7404315055,102638.18,31.464613368,763.0,96.2,30.28
20610,Aspiration and/or injection of fluid from large joint,1897.0,276,3,52.548331903,102007.39,,,,
74019,"X-ray of abdomen, 2 views",4303.0,3442,80,22.8616366409125,101433.42,,,,
50820,Connection of ureter to small bowel with creation of opening from ureter to skin,75.0,75,4,1263.250252145,98370.84,866.7558895,905.0,45.7,396.49
87511,"Detection test for gardnerella vaginalis (bacteria), amplified probe technique",2858.0,1775,32,34.27286081840625,98091.81999999999,,,,
57240,Repair of bladder hernia into vaginal wall,330.0,329,23,291.01246576013045,97540.2,278.51104938,162.0,4.5,12.5
57240,Repair of bladder hernia into vaginal wall,330.0,329,23,291.01246576013045,97540.2,314.89822394,8547.0,-7.6,-23.89
52275,Incision of urethra in male using an endoscope,199.0,177,7,474.70530319,94510.64,227.33222917,480.0,108.8,247.37
52275,Incision of urethra in male using an endoscope,199.0,177,7,474.70530319,94510.64,462.22562327,361.0,2.7,12.48
76700,Complete ultrasound scan of abdomen,973.0,693,16,97.136596544375,94048.7,,,,
J1580,"Injection, garamycin, gentamicin, up to 80 mg",43327.0,24763,768,2.1189871869405197,92054.24,,,,
81514,Measurement of dna of bacteria in vaginal fluid specimen,357.0,310,6,257.73,92009.61,,,,
76000,"Imaging guidance for procedure, 60 minutes or less",6146.0,5244,199,13.689972517264707,91986.95,,,,
99284,Emergency department visit with moderate level of medical decision making,936.0,893,30,95.92166594016666,89119.9,,,,
55650,Removal of fluid-producing glands for sperm movement,182.0,182,8,472.5245646025,87590.12,,,,
50780,Connection of ureter to bladder,92.0,91,1,941.11152174,86582.26,731.75864811,503.0,28.6,209.35
96365,"Infusion into a vein for therapy, prevention, or diagnosis, 1 hour or less",1479.0,1404,29,57.36042833493103,86149.87,,,,
J2760,"Injection, phentolamine mesylate, up to 5 mg",346.0,319,12,227.74846955,85660.91,,,,
11042,"Removal of skin and tissue, 20.0 sq cm or less",1320.0,432,7,63.43432186609091,83530.8,,,,
84580,"Urobilinogen (metabolism substance) level, urine",8807.0,5353,17,9.326299305217647,82179.04,,,,
82010,"Ketone bodies analysis, quantitative",10229.0,6450,21,7.965160215061905,81540.6,,,,
58542,"Partial removal of uterus, tubes, and/or ovaries with retention of cervix using an endoscope, 250.0 g or less",244.0,244,10,345.06065300700004,81515.43,,,,
80076,Liver function blood test panel,9999.0,5972,68,7.952616631070589,79901.67,,,,
99291,"Critical care, first 30-74 minutes",456.0,145,6,172.37297955,78185.66,,,,
G0180,"Physician or allowed practitioner certification for medicare-covered home health services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians and",1882.0,1708,40,41.14064107978049,77330.68,,,,
52285,Exam of bladder and urethra for treatment of female urethral syndrome using an endoscope,351.0,333,15,213.76483107153334,77249.12,266.03654077,1165.0,-19.6,-52.27
52285,Exam of bladder and urethra for treatment of female urethral syndrome using an endoscope,351.0,333,15,213.76483107153334,77249.12,131.44654882,594.0,62.6,82.32
87496,"Detection test by nucleic acid for cytomegalovirus (cmv), amplified probe technique",2235.0,1940,57,34.303002837771935,76691.3,,,,
54360,Surgery to correct abnormal penis angle,254.0,253,11,281.9061191563637,74738.08,,,,
50605,Insertion of stent in ureter,169.0,169,7,450.9930860728572,73761.87,404.57166667,12.0,11.5,46.42
50605,Insertion of stent in ureter,169.0,169,7,450.9930860728572,73761.87,366.06423423,2664.0,23.2,84.93
A4562,"Pessary, non rubber, any type",1465.0,1148,53,49.614745900509426,73548.54,,,,
57267,Insertion of artificial material for pelvic floor defect,365.0,276,13,197.92161532,72497.4,,,,
53899,Other procedure on urinary system,322.0,312,15,198.64799411153334,71935.61,,,,
J0725,"Injection, chorionic gonadotropin, per 1,000 usp units",4301.0,225,1,16.41455708,70599.01,,,,
52260,Dilation of bladder using an endoscope under general or spinal anesthesia,461.0,391,20,146.812539935,68225.52,160.74551515,165.0,-8.7,-13.93
52260,Dilation of bladder using an endoscope under general or spinal anesthesia,461.0,391,20,146.812539935,68225.52,245.55855364,5220.0,-40.2,-98.75
54410,Removal and replacement of multicomponent inflatable penile implant during same surgery,93.0,93,6,720.8877792133334,67509.3,,,,
99304,"Initial nursing facility care with straightforward or low level of medical decision making, per day, if using time, at least 25 minutes",961.0,933,5,67.97047663416667,67373.53,,,,
57423,Repair of vaginal defect using an endoscope,189.0,189,5,352.579413758,65087.14,,,,
52276,Incision of urethra using an endoscope,355.0,339,21,183.71512852857143,64587.43,258.63757202,6977.0,-29.0,-74.92
52276,Incision of urethra using an endoscope,355.0,339,21,183.71512852857143,64587.43,156.40572193,187.0,17.5,27.31
99238,"Hospital discharge day management, 30 minutes or less",1021.0,974,52,63.07803925192308,64572.22,,,,
76776,Ultrasound scan of transplanted kidney,573.0,325,4,95.44516292,63903.73,94.50296,3750.0,1.0,0.94
76776,Ultrasound scan of transplanted kidney,573.0,325,4,95.44516292,63903.73,28.807442827,48581.0,231.3,66.64
84439,"Thyroxine (thyroid chemical), free",7105.0,4129,16,8.78191456395,62694.77,,,,
80069,Kidney function blood test panel,7111.0,4029,14,8.500459772978571,60473.71,8.1992857143,56.0,3.7,0.3
80069,Kidney function blood test panel,7111.0,4029,14,8.500459772978571,60473.71,8.5446728122,1004943.0,-0.5,-0.04
57265,Repair of bulging of rectum and bladder into vaginal wall,108.0,108,4,495.4741505425,59692.28,505.96336672,4693.0,-2.1,-10.49
57265,Repair of bulging of rectum and bladder into vaginal wall,108.0,108,4,495.4741505425,59692.28,484.56784314,51.0,2.3,10.91
87492,"Detection test by nucleic acid for chlamydia trachomatis, quantification",1099.0,956,11,52.25328445745454,57537.57,,,,
57283,Repair of prolapsing vaginal vault through vagina,184.0,183,8,320.2652427825,56780.8,,,,
50230,"Removal of kidney, lymph nodes, and/or blood clot from major vein with partial removal of ureter",66.0,66,5,829.3841818180001,56215.259999999995,761.33082012,1829.0,8.9,68.05
87512,"Detection test for gardnerella vaginalis (bacteria), quantification",1374.0,1151,32,40.778283339000005,56024.89,,,,
82247,"Bilirubin level, total",11374.0,7144,25,4.900033392416,55737.6,,,,
58262,"Removal of uterus, tubes, and/or ovaries through vagina, 250.0 g or less",79.0,78,5,709.589866666,55160.27,,,,
83036,Hemoglobin a1c level,5751.0,3359,20,9.482705597685,54635.8,,,,
88121,"Cell examination of urine, computer-assisted",526.0,472,12,132.80160837541666,53827.18,,,,
76998,Ultrasonic guidance during surgery,1042.0,1015,60,50.764924145833334,53050.090000000004,,,,
99152,"Use of a drug to induce depression of consciousness by physician performing a procedure (5 years or older), initial 15 minutes",2143.0,1932,58,23.242377432734482,52921.159999999996,,,,
64910,Repair of nerve with graft,185.0,151,7,273.76543265285716,52271.41,,,,
G0452,Molecular pathology procedure; physician interpretation and report,1336.0,896,12,38.36540231958333,51837.76,,,,
J9201,"Injection, gemcitabine hydrochloride, not otherwise specified, 200 mg",18857.5,971,67,2.7178008233417907,51117.93,,,,
51785,Needle measurement and recording of electrical activity of muscles at bladder and bowel openings,274.0,274,7,164.74156287928574,50460.119999999995,73.040436626,2359.0,125.5,91.7
51785,Needle measurement and recording of electrical activity of muscles at bladder and bowel openings,274.0,274,7,164.74156287928574,50460.119999999995,350.30129231,325.0,-53.0,-185.56
87426,Detection test by immunoassay technique for severe acute respiratory syndrome coronavirus,1440.0,1082,11,34.605293118090906,49783.56,,,,
52341,Dilation of bladder and urethra using an endoscope,308.0,271,14,162.27181744285713,49651.45,247.71948925,1860.0,-34.5,-85.45
52341,Dilation of bladder and urethra using an endoscope,308.0,271,14,162.27181744285713,49651.45,181.13183673,49.0,-10.4,-18.86
G2212,Prolonged office or other outpatient evaluation and management service(s) beyond the maximum required time of the primary procedure which has been selected using total time on the date of the primary service; each additional 15 minutes by the physician or,1913.0,1070,41,25.015526661809524,48598.07,,,,
81015,Urinalysis using microscope,16364.0,9929,56,2.96511857785,48588.43,,,,
57150,Irrigation of vagina and/or application of drug to treat infection,1031.0,514,12,42.74181711108333,47838.9,,,,
86403,Screening test for presence of antibody,4210.0,1362,8,11.296687539,47528.58,,,,
P9612,"Catheterization for collection of specimen, single patient, all places of service",6183.0,4830,121,7.579145900840496,47065.03,2.9541644205,18550.0,156.6,4.62
P9612,"Catheterization for collection of specimen, single patient, all places of service",6183.0,4830,121,7.579145900840496,47065.03,2.9566666667,27.0,156.3,4.62
71046,"X-ray of chest, 2 views",2486.0,2225,61,18.725265271409835,46725.53,,,,
87532,"Detection test by nucleic acid for herpes virus-6, amplified probe technique",1356.0,1159,34,34.31754652708824,46555.07,,,,
77021,Review by radiologist of mri guidance for needle placement,832.0,830,40,55.801963075439026,46352.95,,,,
87592,"Detection test by nucleic acid for neisseria gonorrhoeae (gonorrhoeae bacteria), quantification",1099.0,956,11,41.86372434018181,46096.369999999995,,,,
53440,Creation of sling around urethra in male to control leakage,95.0,95,6,479.6969554316667,44266.96,543.34347826,23.0,-11.7,-63.65
53440,Creation of sling around urethra in male to control leakage,95.0,95,6,479.6969554316667,44266.96,1372.572617,1368.0,-65.1,-892.88
93922,Ultrasound study of arm and leg arteries,599.0,338,4,67.3604271295,43984.86,,,,
J0696,"Injection, ceftriaxone sodium, per 250 mg",107136.0,26312,927,0.39793748101521037,42691.71,,,,
82044,Urine microalbumin (protein) analysis,7037.0,4192,11,6.022857114863637,42681.79,,,,
71260,Ct scan of chest with contrast,915.0,851,41,47.109942692609756,42392.91,,,,
97530,Therapy procedure using functional activities,1751.0,332,12,23.271601605166666,41767.07,,,,
83718,Hdl cholesterol level,5171.0,2929,7,8.083279261742858,41476.17,,,,
51736,Simple timed assessment of bladder emptying,4943.0,3909,90,7.0369930645322585,41068.549999999996,8.4333516053,7662.0,-16.6,-1.4
51736,Simple timed assessment of bladder emptying,4943.0,3909,90,7.0369930645322585,41068.549999999996,4.5363227147,1444.0,55.1,2.5
86386,Protein test for diagnosis and monitoring of bladder cancer,1903.0,1502,22,21.326104105590908,40562.799999999996,21.509553653,3271.0,-0.9,-0.18
83069,Urine hemoglobin level,10459.0,6506,21,3.851890983966667,40310.13,,,,
82945,Glucose (sugar) level on body fluid,10464.0,6508,21,3.8319568627190472,40119.92,,,,
97112,"Therapy procedure to re-educate brain-to-nerve-to-muscle function, each 15 minutes",1967.0,344,13,19.555808723307692,39895.65,,,,
54450,Repositioning of foreskin including scar tissue removal,913.0,234,3,43.00179895375,39847.52,,,,
84410,Testosterone level,794.0,692,4,50.1326734695,39773.3,,,,
50323,Preparation of donor kidney for transplantation,525.0,524,24,68.25771382920833,39702.51,83.708825481,10549.0,-18.5,-15.45
50323,Preparation of donor kidney for transplantation,525.0,524,24,68.25771382920833,39702.51,107.17666667,12.0,-36.3,-38.92
51040,Incision of bladder with drainage,213.0,208,14,181.95830933357144,39349.3,213.4867036,4332.0,-14.8,-31.53
51040,Incision of bladder with drainage,213.0,208,14,181.95830933357144,39349.3,213.56717391,92.0,-14.8,-31.61
52630,Complete removal of remaining or regrown prostate tissue with control of bleeding using an endoscope,147.0,144,10,269.406928088,39027.07,399.59443892,5231.0,-32.6,-130.19
52630,Complete removal of remaining or regrown prostate tissue with control of bleeding using an endoscope,147.0,144,10,269.406928088,39027.07,308.50590164,61.0,-12.7,-39.1
87556,"Detection test by nucleic acid for mycobacteria tuberculosis (tb bacteria), amplified probe technique",956.0,642,18,40.701610706333334,38736.07,,,,
74021,"X-ray of abdomen, minimum of 3 views",1288.0,1093,22,28.10894696327273,38540.15,,,,
84156,"Total protein level, urine",10247.0,6477,24,3.5723073911208334,36730.88,,,,
52265,Dilation of bladder using an endoscope,158.0,145,7,229.86822959057145,36241.07,124.74253623,138.0,84.3,105.13
52265,Dilation of bladder using an endoscope,158.0,145,7,229.86822959057145,36241.07,296.47963374,901.0,-22.5,-66.61
53660,Initial dilation of urethra in female,585.0,426,16,60.638870928562504,35192.54,27.639,220.0,119.4,33.0
53660,Initial dilation of urethra in female,585.0,426,16,60.638870928562504,35192.54,54.349016447,3040.0,11.6,6.29
85027,"Complete blood cell count (red cells, white blood cell, platelets), automated test",5496.0,4452,112,6.312823846830357,34706.74,,,,
51610,Injection procedure through bladder and urethra for x-ray imaging,811.0,722,38,47.369289149710525,34690.78,77.780731343,670.0,-39.1,-30.41
51610,Injection procedure through bladder and urethra for x-ray imaging,811.0,722,38,47.369289149710525,34690.78,38.218195739,3004.0,23.9,9.15
83970,Parathormone (parathyroid hormone) level,856.0,731,26,40.22468789407692,34468.5,,,,
76999,Other ultrasound procedure,258.0,248,11,153.59321084291665,34455.5,,,,
53447,Removal and replacement of inflatable urethra or bladder neck sphincter,57.0,56,4,611.5635535725,34382.6,825.83446352,699.0,-25.9,-214.27
53447,Removal and replacement of inflatable urethra or bladder neck sphincter,57.0,56,4,611.5635535725,34382.6,442.11,22.0,38.3,169.45
84550,"Uric acid level, blood",7566.0,4623,49,4.409035018097959,33462.1,,,,
74430,Review by radiologist of urinary bladder image,1456.0,1388,57,22.29626682527586,33447.18,27.063504168,3239.0,-17.6,-4.77
74430,Review by radiologist of urinary bladder image,1456.0,1388,57,22.29626682527586,33447.18,11.629731942,9774.0,91.7,10.67
82627,Dehydroepiandrosterone (dhea-s) hormone level,1519.0,1058,6,21.715063042166665,32968.33,,,,
52346,Repair of stricture in kidney with exam of urinary tract using an endoscope,154.0,139,2,207.80244135499998,32703.230000000003,345.7907561,410.0,-39.9,-137.99
72195,Mri scan of pelvis without contrast,354.0,193,9,84.68011389244445,31907.309999999998,,,,
J7321,"Hyaluronan or derivative, hyalgan, supartz or visco-3, for intra-articular injection, per dose",529.0,79,3,59.329972858,30996.870000000003,,,,
96413,"Administration of chemotherapy into vein, 1 hour or less",293.0,147,9,103.63501795777778,30653.2,,,,
84152,"Psa (prostate specific antigen) measurement, complexed",1705.0,1048,1,17.9691261,30637.36,18.083969869,7766.0,-0.6,-0.11
53855,Insertion of a temporary urethra stent using an endoscope,112.0,104,4,284.55796230225,30466.91,575.68383178,428.0,-50.6,-291.13
53855,Insertion of a temporary urethra stent using an endoscope,112.0,104,4,284.55796230225,30466.91,169.5125,72.0,67.9,115.05
37243,Occlusion of growths or obstructed vessels with review by radiologist,60.0,60,2,502.33388393,30140.47,,,,
95923,Testing of autonomic (sympathetic) nervous system function,275.0,275,3,111.38077962,29996.3,,,,
38572,Removal of lymph nodes of both sides of pelvis and abdominal lymph node biopsy using an endoscope,101.0,101,6,293.80786715,29966.98,,,,
50385,Removal and replacement of stent in ureter through urethra with review by radiologist,30.0,17,1,988.055,29641.65,1013.8504167,48.0,-2.5,-25.8
50385,Removal and replacement of stent in ureter through urethra with review by radiologist,30.0,17,1,988.055,29641.65,178.37458515,229.0,453.9,809.68
76965,Ultrasonic guidance for administration of radiation therapy,535.0,458,24,56.363846478166664,29611.8,,,,
51596,Removal of bladder and lymph nodes on both sides of pelvis with transplantation of ureters to small and/or large bowel with creation of urinary opening,15.0,15,1,1970.6,29559.0,1681.3039759,249.0,17.2,289.3
12001,"Simple repair of surface wound of scalp, neck, underarms, trunk, arms, or legs, 2.5 cm or less",358.0,164,8,75.191405858,29401.71,,,,
36410,Insertion of needle into vein (3 years or older),2194.0,1596,22,12.608707721727272,29186.5,,,,
99310,"Subsequent nursing facility care with high level of medical decision making, per day, if using time, at least 45 minutes",229.0,96,3,127.07684740999998,28783.15,,,,
84520,"Urea nitrogen level to assess kidney function, quantitative",7443.0,6484,149,3.85969372862953,28756.440000000002,3.8097615021,572919.0,1.3,0.05
84520,"Urea nitrogen level to assess kidney function, quantitative",7443.0,6484,149,3.85969372862953,28756.440000000002,3.9236363636,88.0,-1.6,-0.06
15240,"Full thickness skin graft to forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, or feet, 20.0 sq cm or less",82.0,82,5,347.152857144,28652.510000000002,,,,
97750,"Test or measurement for functional capacity, each 15 minutes",1047.0,419,15,26.697404725866665,28406.399999999998,,,,
88377,"Microscopic genetic analysis of tissue, manual, each additional multiplex stain procedure",113.0,57,4,250.8177884625,28377.98,,,,
50432,Placement of tube of kidney using imaging guidance with review by radiologist,374.0,349,19,76.20719295905263,28361.899999999998,517.28427711,166.0,-85.3,-441.08
50432,Placement of tube of kidney using imaging guidance with review by radiologist,374.0,349,19,76.20719295905263,28361.899999999998,164.30543285,24847.0,-53.6,-88.1
90913,"Biofeedback training for bowel or bladder control, each additional 15 minutes",1086.0,314,15,25.325591914866667,27763.25,18.283230148,743.0,38.5,7.04
90913,"Biofeedback training for bowel or bladder control, each additional 15 minutes",1086.0,314,15,25.325591914866667,27763.25,24.442013555,13722.0,3.6,0.88
50080,Simple surgical treatment of kidney stone with imaging guidance,53.0,51,3,521.74150436,27542.36,636.208,15.0,-18.0,-114.47
50080,Simple surgical treatment of kidney stone with imaging guidance,53.0,51,3,521.74150436,27542.36,714.70596622,2013.0,-27.0,-192.96
83986,Body fluid ph level,7851.0,4808,22,3.496486501572727,27540.72,,,,
51102,Aspiration of bladder with insertion of bladder tube to skin,365.0,347,22,78.25192613627273,27493.84,173.93600509,1179.0,-55.0,-95.68
51102,Aspiration of bladder with insertion of bladder tube to skin,365.0,347,22,78.25192613627273,27493.84,118.26039373,12242.0,-33.8,-40.01
88341,"Special stained specimen slides to examine tissue, each additional procedure",798.0,335,14,35.13144759492857,27192.89,,,,
